,title,description,date,channel,num_tags,duration,viewcount,likecount,dislikecount,commentcount,topics
40,SAF Silent Precision Drill Squad in Slow Motion,"A side of the Singapore Armed Force's Silent Precision Drill Squad that you may not have seen before - executing drills in slow-mo! 

Our Military Police on the Silent Precision Drill Squad will be performing in this year's National Day Parade (#NDP2018), alongside the National Cadet Corps precision drills squad. This will be the largest combined Military Tattoo performance for an NDP held at the Marina Bay Floating Platform. #WeAreSingapore

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2018-08-05T11:50:13.000Z,Ministry of Defence Singapore,14,PT31S,6442,80,7,0,Military;Society
41,Chief of Staff of the Indonesian Army GEN Mulyono Receives Prestigious Military Award,"'Selamat' to the Chief of Staff of the Indonesian Army (TNI Angkatan Darat), GEN Mulyono!  

He was conferred Singapore's prestigious military award - the Pingat Jasa Gemilang (Tentera), or Meritorious Service Medal (Military), by Minister for Defence Dr Ng Eng Hen on 24 July 2018. 

GEN Mulyono contributed significantly towards strengthening the defence relations between Indonesia and Singapore. GEN Mulyono was instrumental in facilitating collaboration on the Leopard Main Battle Tank platform, which allowed both the Singapore Army and TNI Angkatan Darat to share experiences and training. 

With GEN Mulyono's support, the regular conduct of key bilateral exercises such as Exercise Safkar Indopura and Exercise Chandrapura have contributed to the interoperability and professional development of both armies. 

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2018-07-30T04:01:30.000Z,Ministry of Defence Singapore,17,PT45S,4928,33,6,1,Military;Society
42,The SAF Delivers Humanitarian Aid to Laos,"Sincere condolences to the families affected by the collapse of the Xe Pian-Xe Namnoy hydropower dam in Attapeu, Laos. 

To support relief efforts, the SAF is delivering humanitarian supplies - including tents, meal rations, bottled water, medical aid, and rubber dinghies with outboard motors - via C-130 Hercules aircraft from the Republic of Singapore Air Force.

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2018-07-26T14:48:21.000Z,Ministry of Defence Singapore,21,PT51S,2966,30,5,1,Military;Society
43,"Thank You, Our Singaporean Sons","Do you know what your family and friends think about you serving National Service (NS)?

To all our Singaporean sons, thank you for your service. Happy SAF Day and Hormat SAF! /salute

Find out more about NSmen perks at www.salutensmen.sg!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2018-07-25T10:39:33.000Z,Ministry of Defence Singapore,23,PT3M41S,9671,110,28,3,Military;Entertainment
44,Woman On A Mission (Ep 5 - SSG Wynne Tan),"Mother, trainer... and some say ""Guardian Angel""! Meet Staff Sergeant Wynne Tan, a trainer in the Singapore Army's Motorised Infantry Training Institute. Her role is to teach soldiers gunnery skills, as well as train them to operate vehicles like the Terrex and Belrex.  

Hear more about the impact she has left on the lives of her trainees, and how she juggles her roles as a wife and mother, and a military woman.

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2018-07-21T09:47:28.000Z,Ministry of Defence Singapore,15,PT3M32S,7863,71,5,5,Military;Society
45,Defence Scholarship Awards Ceremony 2018 - Keloth Sonia Nair,"The Defence Merit Scholarship is awarded to selected individuals with the calibre to chart Singapore's future. Recipients will be groomed to be a leader, a major contributor to defence policies and more. There are 10 recipients for the Defence Merit Scholarship this year. Meet one of them - Keloth Sonia Nair from National Junior College, who will be studying Biological Sciences in Nanyang Technological University, Singapore.

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2018-07-21T04:15:34.000Z,Ministry of Defence Singapore,10,PT1M28S,1427,13,3,1,Society
46,Woman on a Mission: Episode 5 - SSG Wynne Tan,"Mother, trainer... and some say ""Guardian Angel""! Meet Staff Sergeant Wynne Tan, a trainer in the Singapore Army's Motorised Training Institute. Her role is to teach soldiers gunnery skills, as well as train them to operate vehicles like the Terrex and Belrex.

Hear more about the impact she has left on the lives of her trainees, and how she juggles her roles as a wife and mother, and a military woman.

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2018-07-21T04:15:25.000Z,Ministry of Defence Singapore,14,PT3M32S,3726,33,1,3,Military;Society
47,188 SQN NSmen Crew Attain Full Operational Readiness Status,"The crew of the Republic of Singapore Navy's (RSN's) RSS Vigilance attained full operational readiness status on 17 Jul, with a full crew of qualified Operationally Ready National Servicemen (NSmen). 

During his visit to the squadron, Senior Minister of State for Defence Heng Chee How witnessed the crew executing a series of naval operations, as part of their In-Camp Training (ICT), which included identifying and neutralising simulated threats, as well as fire-fighting and damage control.

""(The crew of RSS Vigilance attaining their full operational readiness status) testifies to our great investment in National Service in both full-time as well as our NSmen,"" said Mr Heng, who was hosted by Chief of Navy Rear-Admiral Lew Chuen Hong.

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2018-07-20T10:01:41.000Z,Ministry of Defence Singapore,14,PT1M49S,5367,42,7,10,Military;Society
48,NDP 2018: SAF Naval Combat Divers Water Jump,"Something special for Singapore's National Day Parade 2018! Joining the well-loved SAF parachute team Red Lions for the first time, are the Combat Divers from the Republic of Singapore Navy's Naval Diving Unit. 

Eight naval combat divers will exit a Super Puma helicopter at 6,000 feet, deploying their military parachutes at 4,000 feet to come into a vertical stack formation before landing in a designated landing zone in the waters next to the Marina Bay Floating Platform. They will then join the Red Lions in a combined salute to the nation.

Here's a snippet of the operational freefall water jump!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2018-07-14T10:31:20.000Z,Ministry of Defence Singapore,30,PT2M18S,26433,256,35,12,Military;Society
49,Woman on a Mission: Episode 4 - ME4 Kristy Rose Ryan,"She's an engineer, a leader, and a woman - the only one in the Communications, Navigation and Electronic Warfare Flight (CNEF) under the Republic of Singapore Air Force's 808 Squadron.

Meet ME4 Kristy Rose Ryan, an Air Force Engineer who ensures the serviceability and readiness of the RSAF's F-16D Block 52+ Fighting Falcons.

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2018-07-14T06:01:53.000Z,Ministry of Defence Singapore,19,PT3M21S,8820,51,8,2,Military;Society
0,"20th Anniversary of the RSAF's 150 SQN in Cazaux, France","The Republic of Singapore Air Force (RSAF) and the French Air Force (FAF) commemorated the 20th anniversary of 150 Squadron (150 SQN) at Cazaux Air Base in France today. 

150 SQN operates the M-346 Advanced Jet Trainer aircraft, which was inaugurated by Dr Ng Eng Hen in September 2014. The M-346 aircraft replaced the A-4SU Super Skyhawk for the Advanced Jet training programme, and enhances the training of our fighter aircrew trainees with its modern avionics systems, aerodynamic performance and sophisticated simulations. These advanced training facilities and systems allow our future F-15SG and F-16 aircrew to train on a wide range of operational missions.

Here's a look back at how far they've come.

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2018-07-13T11:08:25.000Z,Ministry of Defence Singapore,24,PT1M56S,6987,82,8,3,Society;Military
1,Always Ready: Army Deployment Force,"What does it take to be a soldier of the Army Deployment Force (ADF), which was set up two years ago to sharpen Singapore's counter-terrorism capabilities?

As they celebrate their 2nd anniversary today, here's a salute to them for keeping us safe!

Always Ready!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2018-07-12T13:00:08.000Z,Ministry of Defence Singapore,14,PT1M19S,15907,162,7,7,Society;Military
2,NDP 2018: State Flag Flypast & Aerial Display,"Looking forward to #NDP2018? Here's a sneak preview of the State Flag Flypast and enhanced aerial display by The Republic of Singapore Air Force ✈🇸🇬 Which aircraft can you spot here? 

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2018-07-10T06:02:40.000Z,Ministry of Defence Singapore,24,PT1M38S,5685,48,3,9,Society
3,Woman on a Mission: Episode 3 - LTA Dulcie Shimmen,"Determination to get things done, and willingness to push herself. That's what sets LTA Dulcie apart from the rest. 

LTA Dulcie is an airborne early warning officer in the Republic of Singapore Air Force, onboard the Gulfstream 550 Airborne Early Warning Aircraft. Find out more about her role in keeping Singapore safe from aerial threats 24/7. 

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg 
Twitter: http://www.twitter.com/mindefsg  
Instagram: http://www.instagram.com/mindefsg",2018-07-08T02:54:24.000Z,Ministry of Defence Singapore,17,PT3M46S,6578,38,2,1,Society;Military;Television_program
4,The RSAF's SPYDER Is Fully Operational,"4 men, 15 minutes - that's all it takes to set up the Republic of Singapore Air Force's (RSAF) latest Ground Based Air Defence system: Surface-to-air PYthon-5 and DERby (SPYDER).

The SPYDER is part of the RSAF's enhanced Island Air Defence system, which is an island-wide networked system that brings together sensors, weapon systems, command and control elements, and decision-making tools to further strengthen Singapore's air defence. 

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",2018-07-05T12:00:01.000Z,Ministry of Defence Singapore,15,PT51S,5620,57,6,28,Society;Military
5,Defence Minister's Speech at the SAF Day  Combined Rededication Ceremony 2018,"Highly visible meetings (like the Trump-Kim Summit) can attract mischief makers and terrorists, but nothing happened because what the SAF and the Home Team did deterred such actors. 

“It’s taken us many decades of steady investments to be able to form that dome (of protection around Sentosa) and rest assured. And that confidence arises not only because of modern armaments and platforms, but most importantly, because the SAF soldiers, mainly NSmen, are ready and prepared to defend our way of life”. 

At this year’s SAF Day Combined Rededication Ceremony, Defence Minister Dr Ng Eng Hen pays tribute to the servicemen and women who keep the nation safe and defend our way of life.",2018-07-04T10:25:56.000Z,Ministry of Defence Singapore,16,PT19M36S,4788,76,2,9,Society;Politics
